1,https://www.cian.ru/cat.php?bbox=56.0997233901%2C36.7516463512%2C56.1797535595%2C37.0729964488&deal_type=sale&engine_version=2&in_polygon%5B1%5D=36.9126647_56.130252%2C36.9181579_56.1266055%2C36.9229644_56.1225752%2C36.9284576_56.1189287%2C36.935324_56.1162418%2C36.9435638_56.1160499%2C36.9514602_56.1175853%2C36.9518035_56.1223833%2C36.9524902_56.1269894%2C36.9511169_56.1315954%2C36.9483703_56.1362015%2C36.9494003_56.1409995%2C36.9452804_56.1450299%2C36.937384_56.1473329%2C36.9288009_56.149444%2C36.9222778_56.1527067%2C36.9164413_56.1561612%2C36.9088882_56.1580804%2C36.9009918_56.1601916%2C36.8930953_56.1626865%2C36.8848556_56.1634542%2C36.881079_56.15904%2C36.8786758_56.1546259%2C36.8755859_56.1502117%2C36.8731826_56.1457975%2C36.8721526_56.1411914%2C36.8769592_56.1371611%2C36.8855422_56.1354338%2C36.8934387_56.1340904%2C36.9013351_56.132747%2C36.9085449_56.1304439%2C36.9126647_56.130252&maxsite=250&object_type%5B0%5D=3&offer_type=suburban&polygon_name%5B1%5D=%D0%9E%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C+%D0%BF%D0%BE%D0%B8%D1%81%D0%BA%D0%B0
4,https://www.cian.ru/cat.php?bbox=56.0805722535%2C36.7899317621%2C56.1669641753%2C36.9464869379&deal_type=sale&engine_version=2&in_polygon%5B1%5D=36.9092364_56.1298363%2C36.9020266_56.1325235%2C36.8948168_56.1348269%2C36.8862338_56.1350189%2C36.879024_56.1375142%2C36.8707842_56.13809%2C36.8635745_56.1352108%2C36.8594546_56.1311799%2C36.8515582_56.1329074%2C36.8429751_56.1329074%2C36.836452_56.1300282%2C36.8295855_56.1273409%2C36.8254656_56.12331%2C36.8213458_56.1192791%2C36.824779_56.1150563%2C36.8330187_56.1140965%2C36.8412585_56.1133287%2C36.8494982_56.1127529%2C36.857738_56.1125609%2C36.866321_56.1116012%2C36.8745608_56.1106415%2C36.8828005_56.1100656%2C36.8910403_56.1094898%2C36.89928_56.1098737%2C36.9047732_56.1135207%2C36.9088931_56.1175516%2C36.9123263_56.1219664%2C36.9150729_56.1265732%2C36.9095797_56.1302202%2C36.9092364_56.1298363&maxsite=250&object_type%5B0%5D=3&offer_type=suburban&polygon_name%5B1%5D=%D0%9E%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C+%D0%BF%D0%BE%D0%B8%D1%81%D0%BA%D0%B0
5,https://www.cian.ru/cat.php?bbox=56.0584299587%2C36.8357380121%2C56.144871755%2C36.9922931879&deal_type=sale&engine_version=2&in_polygon%5B1%5D=36.9245728_56.1292402%2C36.9204529_56.1301994%2C36.915818_56.1310627%2C36.9116982_56.1312545%2C36.90775_56.1305831%2C36.9041451_56.1291443%2C36.9007118_56.1275137%2C36.8981369_56.1256913%2C36.896077_56.1235811%2C36.8948754_56.121279%2C36.8940171_56.1188811%2C36.8929871_56.1163872%2C36.8923004_56.1138934%2C36.8917855_56.1115913%2C36.8914421_56.1090975%2C36.8912705_56.1066995%2C36.8912705_56.1042057%2C36.8912705_56.1017118%2C36.8914421_56.0994098%2C36.8917855_56.0970118%2C36.8924721_56.0945179%2C36.8926438_56.0920241%2C36.8929871_56.089722%2C36.8931587_56.0873241%2C36.8931587_56.0849261%2C36.8926438_56.0826241%2C36.8923004_56.0803221%2C36.8940171_56.0782119%2C36.8959053_56.0759099%2C36.8981369_56.0738956%2C36.9012268_56.072265%2C36.9055184_56.0720731%2C36.9096382_56.0723609%2C36.9141014_56.0725527%2C36.9187363_56.0729364%2C36.9228562_56.0735119%2C36.9268044_56.0743752%2C36.9302376_56.0758139%2C36.9331558_56.0774445%2C36.9353874_56.0795547%2C36.9362457_56.0818568%2C36.9367607_56.0842547%2C36.9367607_56.0866527%2C36.9367607_56.0892424%2C36.9365891_56.0917363%2C36.9359024_56.0940383%2C36.9355591_56.0963404%2C36.9353874_56.0987383%2C36.9350441_56.1010404%2C36.9347008_56.1035342%2C36.9343575_56.106124%2C36.9340142_56.108522%2C36.9338425_56.1109199%2C36.9334992_56.1133179%2C36.9333275_56.1156199%2C36.9331558_56.1180178%2C36.9331558_56.1204158%2C36.9328125_56.1228137%2C36.9319542_56.1252117%2C36.9297226_56.127226%2C36.9262894_56.1286647%2C36.9245728_56.1292402&maxsite=250&object_type%5B0%5D=3&offer_type=suburban&polygon_name%5B1%5D=%D0%9E%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C+%D0%BF%D0%BE%D0%B8%D1%81%D0%BA%D0%B0
9,https://www.cian.ru/cat.php?bbox=56.0520810995%2C36.7602801621%2C56.1385371939%2C36.9168353379&deal_type=sale&engine_version=2&in_polygon%5B1%5D=36.8172717_56.1161569%2C36.8258548_56.1161569%2C36.8340945_56.1157729%2C36.8423343_56.115197%2C36.8509173_56.1146211%2C36.8591571_56.1142371%2C36.8673968_56.1136612%2C36.8756366_56.1132773%2C36.8838763_56.1123174%2C36.8921161_56.1109736%2C36.8955493_56.1067502%2C36.8955493_56.1019508%2C36.8934894_56.0973435%2C36.8903995_56.0929281%2C36.8862796_56.0888966%2C36.8849063_56.0842893%2C36.8821597_56.0798739%2C36.8776965_56.0758424%2C36.8698001_56.0744986%2C36.8615604_56.0743067%2C36.8536639_56.0758424%2C36.8450809_56.0764184%2C36.8368411_56.0775702%2C36.828258_56.0783381%2C36.8200183_56.078914%2C36.8110919_56.078914%2C36.8025088_56.078722%2C36.7946124_56.0802578%2C36.7870593_56.0831374%2C36.7825961_56.0873608%2C36.7815662_56.0919682%2C36.7829394_56.0965756%2C36.7870593_56.100607%2C36.7915225_56.1046385%2C36.7949557_56.1090538%2C36.8004489_56.1128933%2C36.809032_56.1140452%2C36.8162418_56.1163488%2C36.8172717_56.1161569&maxsite=250&object_type%5B0%5D=3&offer_type=suburban&polygon_name%5B1%5D=%D0%9E%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C+%D0%BF%D0%BE%D0%B8%D1%81%D0%BA%D0%B0
10,https://www.cian.ru/cat.php?bbox=56.01621362%2C36.7734980621%2C56.1027504717%2C36.9300532379&deal_type=sale&engine_version=2&in_polygon%5B1%5D=36.8301463_56.0417813%2C36.8346095_56.0416853%2C36.8389011_56.0412051%2C36.8430209_56.041109%2C36.8471408_56.0408209%2C36.8498874_56.0390922%2C36.8540073_56.0391882%2C36.8570972_56.0407249%2C36.8603587_56.0423576%2C36.8641353_56.0437982%2C36.8677402_56.0451428%2C36.8716884_56.0460072%2C36.8751216_56.0473517%2C36.8761516_56.0496567%2C36.8761516_56.0521538%2C36.8766666_56.0545548%2C36.8794132_56.0563796%2C36.8825031_56.0580123%2C36.8864513_56.0591648%2C36.8898845_56.0606055%2C36.8903995_56.0630065%2C36.8898845_56.0653115%2C36.8926311_56.0670402%2C36.8953777_56.0689611%2C36.8972659_56.07117%2C36.8982959_56.073475%2C36.8970943_56.075684%2C36.8934894_56.0768365%2C36.8893695_56.0777008%2C36.885078_56.0778929%2C36.8807864_56.077989%2C36.8763233_56.077989%2C36.8716884_56.077989%2C36.8673969_56.0777969%2C36.8631053_56.0777008%2C36.8582988_56.0776048%2C36.8538356_56.0776048%2C36.8493724_56.0776048%2C36.8450809_56.0777008%2C36.840961_56.077989%2C36.8368411_56.0786613%2C36.8322063_56.0793335%2C36.8277431_56.0796217%2C36.8234515_56.0799098%2C36.8188167_56.0799098%2C36.8145252_56.0795256%2C36.810062_56.0788533%2C36.8064571_56.0777008%2C36.8052554_56.0752998%2C36.8061137_56.0729948%2C36.8086887_56.071074%2C36.8110919_56.0690571%2C36.8138385_56.0672323%2C36.8162418_56.0647352%2C36.8183017_56.0627184%2C36.8210483_56.0607975%2C36.8241382_56.0589728%2C36.8275714_56.057244%2C36.830833_56.0555153%2C36.8327213_56.0531142%2C36.8334079_56.0507132%2C36.8337512_56.0484082%2C36.8335796_56.0459111%2C36.8330646_56.0435101%2C36.8301463_56.0417813&maxsite=250&object_type%5B0%5D=3&offer_type=suburban&polygon_name%5B1%5D=%D0%9E%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C+%D0%BF%D0%BE%D0%B8%D1%81%D0%BA%D0%B0
11,https://www.cian.ru/cat.php?bbox=56.0015343191%2C36.8195891621%2C56.0881042124%2C36.9761443379&deal_type=sale&engine_version=2&in_polygon%5B1%5D=36.9120288_56.0726077%2C36.9079089_56.072896%2C36.903789_56.0727038%2C36.9006991_56.0711661%2C36.8974376_56.0697245%2C36.8928027_56.069244%2C36.8895412_56.0677063%2C36.8867946_56.0659764%2C36.8885112_56.063766%2C36.8891978_56.0614595%2C36.8866229_56.0593452%2C36.883018_56.058192%2C36.8792415_56.0569426%2C36.8764949_56.0550205%2C36.8758082_56.052714%2C36.8759799_56.0504075%2C36.8756366_56.0480049%2C36.87186_56.0468516%2C36.8682551_56.0456983%2C36.8648219_56.0441607%2C36.8624187_56.0422386%2C36.862247_56.0399321%2C36.8636203_56.0376256%2C36.8653369_56.0354151%2C36.8672252_56.0331086%2C36.8689418_56.0309943%2C36.8710017_56.0286878%2C36.8727183_56.0263813%2C36.8740916_56.0241709%2C36.8756366_56.0218644%2C36.8785548_56.0202306%2C36.8816447_56.0186929%2C36.8852496_56.0175397%2C36.8895412_56.0167708%2C36.893661_56.0168669%2C36.8981242_56.016963%2C36.9025874_56.016963%2C36.906879_56.0173475%2C36.9113421_56.0177319%2C36.915462_56.0179241%2C36.9197536_56.0183085%2C36.9238734_56.0193657%2C36.92765_56.0208072%2C36.9300532_56.0227293%2C36.9314265_56.0249397%2C36.9326282_56.0272462%2C36.9334865_56.0295528%2C36.9334865_56.0319554%2C36.9334865_56.0344541%2C36.9326282_56.0369528%2C36.9312549_56.0393554%2C36.9297099_56.0417581%2C36.9285083_56.0440646%2C36.927135_56.0464672%2C36.9259334_56.0488698%2C36.9250751_56.0512724%2C36.9242168_56.0538672%2C36.9237018_56.056366%2C36.9230151_56.0589608%2C36.9218135_56.0615556%2C36.9207835_56.0641504%2C36.9195819_56.0665531%2C36.9182086_56.0687635%2C36.916492_56.07107%2C36.9132304_56.0725116%2C36.9120288_56.0726077&maxsite=250&object_type%5B0%5D=3&offer_type=suburban&polygon_name%5B1%5D=%D0%9E%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C+%D0%BF%D0%BE%D0%B8%D1%81%D0%BA%D0%B0
13,https://www.cian.ru/cat.php?bbox=55.9787252375%2C36.9058036621%2C56.0653464607%2C37.0623588379&deal_type=sale&engine_version=2&in_polygon%5B1%5D=36.926403_56.0229646%2C36.9276047_56.0254642%2C36.9282913_56.0278677%2C36.9291496_56.0303674%2C36.9305229_56.0325786%2C36.9318962_56.0350782%2C36.9327545_56.0375779%2C36.9330978_56.0400775%2C36.9360161_56.0420003%2C36.9399643_56.0429617%2C36.9439125_56.0439231%2C36.9478607_56.0450768%2C36.9518089_56.0461344%2C36.9557571_56.0470958%2C36.9597053_56.0480572%2C36.9638252_56.0483456%2C36.9679451_56.0482494%2C36.9722366_56.047961%2C36.9766998_56.0480572%2C36.9808197_56.0474803%2C36.9849396_56.0465189%2C36.9892311_56.0458459%2C36.993351_56.0450768%2C36.9976425_56.0443077%2C37.0015907_56.0430579%2C37.0055389_56.0421926%2C37.0093155_56.0406544%2C37.0122337_56.0389238%2C37.015152_56.0372895%2C37.0185852_56.0359435%2C37.0220184_56.0345975%2C37.0256233_56.0332516%2C37.0287132_56.0317133%2C37.0312881_56.0298867%2C37.0342064_56.0282523%2C37.0378113_56.0269063%2C37.0412445_56.0253681%2C37.0417595_56.0230607%2C37.0386696_56.0215225%2C37.035408_56.0198881%2C37.0326614_56.0180614%2C37.0299148_56.0161386%2C37.0293999_56.0138313%2C37.0287132_56.0115239%2C37.0281982_56.0092165%2C37.0275116_56.006813%2C37.0264816_56.0045057%2C37.025795_56.0021022%2C37.0245933_55.9998909%2C37.0233917_55.9976797%2C37.0209884_55.9957569%2C37.0166969_55.9966222%2C37.0129204_55.9975836%2C37.0093155_55.9989295%2C37.0055389_56.0002755%2C37.0015907_56.0016215%2C36.9979858_56.0031597%2C36.9943809_56.0045057%2C36.9904327_56.0060439%2C36.9866562_56.0073899%2C36.9830513_56.0087358%2C36.9789314_56.0100818%2C36.9748115_56.0115239%2C36.9706917_56.0128699%2C36.9670868_56.0141197%2C36.9633102_56.0155618%2C36.9591903_56.0167155%2C36.9550705_56.0176769%2C36.9509506_56.0185421%2C36.9470024_56.0192151%2C36.9427109_56.0202727%2C36.9384193_56.0212341%2C36.9341278_56.0220032%2C36.9300079_56.0223877%2C36.926403_56.0229646&maxsite=250&object_type%5B0%5D=3&offer_type=suburban&polygon_name%5B1%5D=%D0%9E%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C+%D0%BF%D0%BE%D0%B8%D1%81%D0%BA%D0%B0
18,https://www.cian.ru/cat.php?bbox=55.9533761004%2C36.6505051242%2C56.126537531%2C36.9636154758&deal_type=sale&engine_version=2&in_polygon%5B1%5D=36.7626_56.0931535%2C36.7711831_56.0933457%2C36.7797661_56.092577%2C36.784916_56.0887335%2C36.7880059_56.0839292%2C36.7924691_56.0798935%2C36.7996789_56.0768187%2C36.8055154_56.0735518%2C36.8092919_56.0691318%2C36.8140984_56.0652883%2C36.8189049_56.0608683%2C36.8254281_56.0576013%2C36.8312646_56.0541422%2C36.8333245_56.04953%2C36.8326378_56.0449178%2C36.8326378_56.0401134%2C36.8316079_56.0355013%2C36.8305779_56.0308891%2C36.8305779_56.0260847%2C36.8336678_56.0214725%2C36.8412209_56.0185899%2C36.8480874_56.0158995%2C36.8546105_56.0128247%2C36.8580437_56.0085969%2C36.8570138_56.0039847%2C36.8522072_55.9997568%2C36.8460274_55.9964899%2C36.8384743_55.9937994%2C36.8316079_55.9909168%2C36.8243981_55.987842%2C36.8161584_55.986689%2C36.8079186_55.9876499%2C36.7996789_55.9893794%2C36.7931557_55.9924542%2C36.7897225_55.996682%2C36.7873192_56.0018708%2C36.7869759_56.0066751%2C36.7866326_56.0116716%2C36.785946_56.0170525%2C36.7842293_56.0222412%2C36.7811394_56.0266612%2C36.7763329_56.0312734%2C36.772213_56.03627%2C36.7694665_56.04069%2C36.7660332_56.0456865%2C36.76363_56.0508752%2C36.7622567_56.0556796%2C36.76157_56.0604839%2C36.7608834_56.0652883%2C36.7591668_56.0700926%2C36.7581368_56.074897%2C36.7571068_56.0797013%2C36.7560769_56.0845057%2C36.7581368_56.0893101%2C36.7643166_56.0923848%2C36.7626_56.0931535&maxsite=250&object_type%5B0%5D=3&offer_type=suburban&polygon_name%5B1%5D=%D0%9E%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C+%D0%BF%D0%BE%D0%B8%D1%81%D0%BA%D0%B0
21,https://www.cian.ru/cat.php?bbox=55.8563010218%2C36.4123966742%2C56.029898671%2C36.7255070258&deal_type=sale&engine_version=2&in_polygon%5B1%5D=36.4930775_55.9640775%2C36.4954808_55.9690869%2C36.4996006_55.9733256%2C36.5047505_55.9769863%2C36.5099003_55.981225%2C36.5164235_55.984115%2C36.5236332_55.9866197%2C36.531873_55.9854637%2C36.5394261_55.9833443%2C36.5469792_55.9814176%2C36.5548756_55.980069%2C36.562772_55.9785276%2C36.5689518_55.9754449%2C36.5741017_55.9717842%2C36.5802815_55.9685089%2C36.5878346_55.9663895%2C36.5940144_55.9631142%2C36.5981343_55.9590682%2C36.6036274_55.9548295%2C36.6101506_55.9515541%2C36.617017_55.9486641%2C36.6242268_55.9453887%2C36.6314366_55.942306%2C36.6379597_55.939416%2C36.6455128_55.9367187%2C36.6506627_55.933058%2C36.6496327_55.928434%2C36.6451695_55.9243879%2C36.6389897_55.9211126%2C36.6324666_55.9182225%2C36.6252568_55.9155252%2C36.6183903_55.9126352%2C36.6122105_55.9095525%2C36.6060307_55.9060845%2C36.5995076_55.9031944%2C36.5919545_55.9006898%2C36.5833714_55.8997264%2C36.5761616_55.9022311%2C36.5692952_55.9055065%2C36.562772_55.9085891%2C36.5565922_55.9116718%2C36.5500691_55.9151399%2C36.5442326_55.9184152%2C36.5373661_55.9218832%2C36.5311863_55.9255439%2C36.5246632_55.929012%2C36.5188267_55.9322873%2C36.5129902_55.935948%2C36.5071537_55.9392234%2C36.5002873_55.9421134%2C36.4937642_55.9453887%2C36.4889576_55.9494348%2C36.487241_55.9542515%2C36.487241_55.9590682%2C36.488271_55.9636922%2C36.4930775_55.9640775&land_status%5B0%5D=1&land_status%5B1%5D=2&land_status%5B2%5D=5&land_status%5B3%5D=7&maxsite=250&object_type%5B0%5D=3&offer_type=suburban&polygon_name%5B1%5D=%D0%9E%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C+%D0%BF%D0%BE%D0%B8%D1%81%D0%BA%D0%B0
24,https://www.cian.ru/cat.php?bbox=55.9167145896%2C36.7474797621%2C56.0034752952%2C36.9040349379&deal_type=sale&engine_version=2&in_polygon%5B1%5D=36.8192342_55.9322685%2C36.8278172_55.9338098%2C36.8364003_55.9357365%2C36.8449834_55.9376632%2C36.8525365_55.9399753%2C36.8552831_55.9444067%2C36.8549397_55.9490308%2C36.8528798_55.9536548%2C36.8525365_55.9582789%2C36.8525365_55.9630957%2C36.8521932_55.9679124%2C36.8515065_55.9727292%2C36.8497899_55.9773532%2C36.84773_55.9819773%2C36.8429234_55.9858307%2C36.8346837_55.9879501%2C36.8257573_55.9877574%2C36.8182042_55.9854454%2C36.8099645_55.9835187%2C36.8027547_55.9812066%2C36.7969182_55.9775459%2C36.7969182_55.9725365%2C36.7979482_55.9675271%2C36.7969182_55.9625177%2C36.7962316_55.9573156%2C36.7986348_55.9523061%2C36.8024114_55.9469114%2C36.8058446_55.9422873%2C36.8089345_55.9370852%2C36.8130544_55.9330391%2C36.8192342_55.9322685&maxsite=250&object_type%5B0%5D=3&offer_type=suburban&polygon_name%5B1%5D=%D0%9E%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C+%D0%BF%D0%BE%D0%B8%D1%81%D0%BA%D0%B0
